town,flat_type,resale_price
TAMPINES,4 ROOM,453000
TAMPINES,4 ROOM,453000
TAMPINES,4 ROOM,453000
TAMPINES,4 ROOM,453000
TAMPINES,4 ROOM,453000
TAMPINES,4 ROOM,453000
TAMPINES,4 ROOM,452888
TAMPINES,4 ROOM,452888
TAMPINES,4 ROOM,452500
JURONG EAST,4 ROOM,452000
JURONG EAST,4 ROOM,452000
TAMPINES,4 ROOM,452000
TAMPINES,4 ROOM,452000
TAMPINES,4 ROOM,452000
TAMPINES,4 ROOM,452000
TAMPINES,4 ROOM,452000
TAMPINES,4 ROOM,452000
TAMPINES,4 ROOM,452000
TAMPINES,4 ROOM,451888
TAMPINES,4 ROOM,451888
TAMPINES,4 ROOM,451500
JURONG EAST,4 ROOM,451000
TAMPINES,4 ROOM,451000
TAMPINES,4 ROOM,451000
TAMPINES,4 ROOM,451000
TAMPINES,4 ROOM,451000
JURONG EAST,4 ROOM,450000
JURONG EAST,4 ROOM,450000
JURONG EAST,4 ROOM,450000
JURONG EAST,4 ROOM,450000
JURONG EAST,4 ROOM,450000
JURONG EAST,4 ROOM,450000
JURONG EAST,4 ROOM,450000
JURONG EAST,4 ROOM,450000
JURONG EAST,4 ROOM,450000
JURONG EAST,4 ROOM,450000
JURONG EAST,4 ROOM,450000
JURONG EAST,4 ROOM,450000
JURONG EAST,4 ROOM,450000
JURONG EAST,4 ROOM,450000
JURONG EAST,4 ROOM,450000
JURONG EAST,4 ROOM,450000
JURONG EAST,4 ROOM,450000
JURONG EAST,4 ROOM,450000
JURONG EAST,4 ROOM,450000
JURONG EAST,4 ROOM,450000
JURONG EAST,4 ROOM,450000
JURONG EAST,4 ROOM,450000
JURONG EAST,4 ROOM,450000
JURONG EAST,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,450000
TAMPINES,4 ROOM,449988
TAMPINES,4 ROOM,449000
JURONG EAST,4 ROOM,448888
JURONG EAST,4 ROOM,448888
TAMPINES,4 ROOM,448888
TAMPINES,4 ROOM,448888
TAMPINES,4 ROOM,448800
TAMPINES,4 ROOM,448388
JURONG EAST,4 ROOM,448000
JURONG EAST,4 ROOM,448000
TAMPINES,4 ROOM,448000
TAMPINES,4 ROOM,448000
TAMPINES,4 ROOM,448000
TAMPINES,4 ROOM,448000
TAMPINES,4 ROOM,448000
TAMPINES,4 ROOM,448000
TAMPINES,4 ROOM,448000
TAMPINES,4 ROOM,448000
TAMPINES,4 ROOM,448000
TAMPINES,4 ROOM,448000
TAMPINES,4 ROOM,448000
TAMPINES,4 ROOM,448000
TAMPINES,4 ROOM,448000
TAMPINES,4 ROOM,448000
TAMPINES,4 ROOM,448000
TAMPINES,4 ROOM,448000
TAMPINES,4 ROOM,448000
TAMPINES,4 ROOM,448000
TAMPINES,4 ROOM,448000
TAMPINES,4 ROOM,448000
TAMPINES,4 ROOM,448000
TAMPINES,4 ROOM,448000
TAMPINES,4 ROOM,447500
JURONG EAST,4 ROOM,447000
TAMPINES,4 ROOM,447000
TAMPINES,4 ROOM,447000
TAMPINES,4 ROOM,447000
TAMPINES,4 ROOM,447000
TAMPINES,4 ROOM,447000
TAMPINES,4 ROOM,446800
JURONG EAST,4 ROOM,446000
TAMPINES,4 ROOM,446000
TAMPINES,4 ROOM,446000
TAMPINES,4 ROOM,446000
TAMPINES,4 ROOM,446000
JURONG EAST,4 ROOM,445888
TAMPINES,4 ROOM,445888
TAMPINES,4 ROOM,445888
TAMPINES,4 ROOM,445800
JURONG EAST,4 ROOM,445000
JURONG EAST,4 ROOM,445000
JURONG EAST,4 ROOM,445000
JURONG EAST,4 ROOM,445000
JURONG EAST,4 ROOM,445000
JURONG EAST,4 ROOM,445000
JURONG EAST,4 ROOM,445000
JURONG EAST,4 ROOM,445000
JURONG EAST,4 ROOM,445000
JURONG EAST,4 ROOM,445000
JURONG EAST,4 ROOM,445000
TAMPINES,4 ROOM,445000
TAMPINES,4 ROOM,445000
TAMPINES,4 ROOM,445000
TAMPINES,4 ROOM,445000
TAMPINES,4 ROOM,445000
TAMPINES,4 ROOM,445000
TAMPINES,4 ROOM,445000
TAMPINES,4 ROOM,445000
TAMPINES,4 ROOM,445000
TAMPINES,4 ROOM,445000
TAMPINES,4 ROOM,445000
TAMPINES,4 ROOM,445000
TAMPINES,4 ROOM,445000
TAMPINES,4 ROOM,445000
TAMPINES,4 ROOM,445000
TAMPINES,4 ROOM,445000
TAMPINES,4 ROOM,445000
TAMPINES,4 ROOM,445000
TAMPINES,4 ROOM,445000
TAMPINES,4 ROOM,445000
TAMPINES,4 ROOM,445000
TAMPINES,4 ROOM,445000
TAMPINES,4 ROOM,445000
TAMPINES,4 ROOM,445000
TAMPINES,4 ROOM,445000
TAMPINES,4 ROOM,445000
TAMPINES,4 ROOM,445000
TAMPINES,4 ROOM,445000
TAMPINES,4 ROOM,445000
TAMPINES,4 ROOM,445000
TAMPINES,4 ROOM,445000
TAMPINES,4 ROOM,445000
TAMPINES,4 ROOM,445000
TAMPINES,4 ROOM,445000
TAMPINES,4 ROOM,444000
TAMPINES,4 ROOM,444000
TAMPINES,4 ROOM,444000
JURONG EAST,4 ROOM,443888
TAMPINES,4 ROOM,443888
TAMPINES,4 ROOM,443888
JURONG EAST,4 ROOM,443800
JURONG EAST,4 ROOM,443000
TAMPINES,4 ROOM,443000
TAMPINES,4 ROOM,443000
TAMPINES,4 ROOM,443000
TAMPINES,4 ROOM,443000
TAMPINES,4 ROOM,443000
TAMPINES,4 ROOM,443000
TAMPINES,4 ROOM,443000
TAMPINES,4 ROOM,443000
TAMPINES,4 ROOM,443000
TAMPINES,4 ROOM,442888
TAMPINES,4 ROOM,442800
TAMPINES,4 ROOM,442800
TAMPINES,4 ROOM,442000
TAMPINES,4 ROOM,442000
TAMPINES,4 ROOM,442000
TAMPINES,4 ROOM,442000
TAMPINES,4 ROOM,442000
TAMPINES,4 ROOM,442000
TAMPINES,4 ROOM,442000
TAMPINES,4 ROOM,442000
TAMPINES,4 ROOM,442000
TAMPINES,4 ROOM,442000
TAMPINES,4 ROOM,442000
TAMPINES,4 ROOM,442000
TAMPINES,4 ROOM,442000
TAMPINES,4 ROOM,442000
TAMPINES,4 ROOM,442000
TAMPINES,4 ROOM,442000
TAMPINES,4 ROOM,441888
TAMPINES,4 ROOM,441333
JURONG EAST,4 ROOM,441000
JURONG EAST,4 ROOM,441000
TAMPINES,4 ROOM,441000
TAMPINES,4 ROOM,441000
TAMPINES,4 ROOM,441000
TAMPINES,4 ROOM,441000
TAMPINES,4 ROOM,440888
TAMPINES,4 ROOM,440888
TAMPINES,4 ROOM,440288
TAMPINES,4 ROOM,440188
JURONG EAST,4 ROOM,440000
JURONG EAST,4 ROOM,440000
JURONG EAST,4 ROOM,440000
JURONG EAST,4 ROOM,440000
JURONG EAST,4 ROOM,440000
JURONG EAST,4 ROOM,440000
JURONG EAST,4 ROOM,440000
JURONG EAST,4 ROOM,440000
JURONG EAST,4 ROOM,440000
JURONG EAST,4 ROOM,440000
JURONG EAST,4 ROOM,440000
JURONG EAST,4 ROOM,440000
JURONG EAST,4 ROOM,440000
JURONG EAST,4 ROOM,440000
JURONG EAST,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,440000
TAMPINES,4 ROOM,439988
TAMPINES,4 ROOM,439888
TAMPINES,4 ROOM,439888
TAMPINES,4 ROOM,439800
TAMPINES,4 ROOM,439000
TAMPINES,4 ROOM,439000
TAMPINES,4 ROOM,438888
TAMPINES,4 ROOM,438888
JURONG EAST,4 ROOM,438000
JURONG EAST,4 ROOM,438000
JURONG EAST,4 ROOM,438000
JURONG EAST,4 ROOM,438000
JURONG EAST,4 ROOM,438000
JURONG EAST,4 ROOM,438000
TAMPINES,4 ROOM,438000
TAMPINES,4 ROOM,438000
TAMPINES,4 ROOM,438000
TAMPINES,4 ROOM,438000
TAMPINES,4 ROOM,438000
TAMPINES,4 ROOM,438000
TAMPINES,4 ROOM,438000
TAMPINES,4 ROOM,438000
TAMPINES,4 ROOM,438000
TAMPINES,4 ROOM,438000
TAMPINES,4 ROOM,438000
TAMPINES,4 ROOM,438000
TAMPINES,4 ROOM,438000
TAMPINES,4 ROOM,438000
TAMPINES,4 ROOM,438000
TAMPINES,4 ROOM,438000
TAMPINES,4 ROOM,438000
TAMPINES,4 ROOM,438000
TAMPINES,4 ROOM,438000
TAMPINES,4 ROOM,438000
TAMPINES,4 ROOM,438000
TAMPINES,4 ROOM,438000
TAMPINES,4 ROOM,438000
TAMPINES,4 ROOM,438000
TAMPINES,4 ROOM,438000
TAMPINES,4 ROOM,438000
TAMPINES,4 ROOM,438000
TAMPINES,4 ROOM,438000
TAMPINES,4 ROOM,438000
TAMPINES,4 ROOM,438000
TAMPINES,4 ROOM,438000
TAMPINES,4 ROOM,438000
TAMPINES,4 ROOM,437000
TAMPINES,4 ROOM,437000
TAMPINES,4 ROOM,436800
TAMPINES,4 ROOM,436000
TAMPINES,4 ROOM,436000
TAMPINES,4 ROOM,436000
TAMPINES,4 ROOM,436000
TAMPINES,4 ROOM,436000
TAMPINES,4 ROOM,436000
TAMPINES,4 ROOM,436000
TAMPINES,4 ROOM,436000
TAMPINES,4 ROOM,435888
JURONG EAST,4 ROOM,435000
JURONG EAST,4 ROOM,435000
JURONG EAST,4 ROOM,435000
JURONG EAST,4 ROOM,435000
JURONG EAST,4 ROOM,435000
JURONG EAST,4 ROOM,435000
JURONG EAST,4 ROOM,435000
JURONG EAST,4 ROOM,435000
JURONG EAST,4 ROOM,435000
JURONG EAST,4 ROOM,435000
JURONG EAST,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,435000
TAMPINES,4 ROOM,433888
TAMPINES,4 ROOM,433800
JURONG EAST,4 ROOM,433000
TAMPINES,4 ROOM,433000
TAMPINES,4 ROOM,433000
TAMPINES,4 ROOM,433000
TAMPINES,4 ROOM,433000
TAMPINES,4 ROOM,433000
TAMPINES,4 ROOM,433000
TAMPINES,4 ROOM,433000
TAMPINES,4 ROOM,433000
TAMPINES,4 ROOM,433000
TAMPINES,4 ROOM,433000
TAMPINES,4 ROOM,433000
TAMPINES,4 ROOM,433000
TAMPINES,4 ROOM,432888
TAMPINES,4 ROOM,432888
TAMPINES,4 ROOM,432888
JURONG EAST,4 ROOM,432800
JURONG EAST,4 ROOM,432000
TAMPINES,4 ROOM,432000
TAMPINES,4 ROOM,432000
TAMPINES,4 ROOM,432000
TAMPINES,4 ROOM,432000
TAMPINES,4 ROOM,432000
TAMPINES,4 ROOM,432000
TAMPINES,4 ROOM,432000
TAMPINES,4 ROOM,432000
TAMPINES,4 ROOM,432000
TAMPINES,4 ROOM,432000
TAMPINES,4 ROOM,432000
TAMPINES,4 ROOM,431000
TAMPINES,4 ROOM,431000
TAMPINES,4 ROOM,431000
TAMPINES,4 ROOM,431000
TAMPINES,4 ROOM,431000
TAMPINES,4 ROOM,430888
TAMPINES,4 ROOM,430888
TAMPINES,4 ROOM,430800
TAMPINES,4 ROOM,430118
JURONG EAST,4 ROOM,430000
JURONG EAST,4 ROOM,430000
JURONG EAST,4 ROOM,430000
JURONG EAST,4 ROOM,430000
JURONG EAST,4 ROOM,430000
JURONG EAST,4 ROOM,430000
JURONG EAST,4 ROOM,430000
JURONG EAST,4 ROOM,430000
JURONG EAST,4 ROOM,430000
JURONG EAST,4 ROOM,430000
JURONG EAST,4 ROOM,430000
JURONG EAST,4 ROOM,430000
JURONG EAST,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
TAMPINES,4 ROOM,430000
JURONG EAST,4 ROOM,429000
TAMPINES,4 ROOM,429000
TAMPINES,4 ROOM,429000
TAMPINES,4 ROOM,428888
TAMPINES,4 ROOM,428888
TAMPINES,4 ROOM,428800
JURONG EAST,4 ROOM,428000
JURONG EAST,4 ROOM,428000
JURONG EAST,4 ROOM,428000
JURONG EAST,4 ROOM,428000
JURONG EAST,4 ROOM,428000
TAMPINES,4 ROOM,428000
TAMPINES,4 ROOM,428000
TAMPINES,4 ROOM,428000
TAMPINES,4 ROOM,428000
TAMPINES,4 ROOM,428000
TAMPINES,4 ROOM,428000
TAMPINES,4 ROOM,428000
TAMPINES,4 ROOM,428000
TAMPINES,4 ROOM,428000
TAMPINES,4 ROOM,428000
TAMPINES,4 ROOM,428000
TAMPINES,4 ROOM,428000
TAMPINES,4 ROOM,428000
TAMPINES,4 ROOM,428000
TAMPINES,4 ROOM,428000
TAMPINES,4 ROOM,428000
TAMPINES,4 ROOM,428000
TAMPINES,4 ROOM,428000
TAMPINES,4 ROOM,428000
TAMPINES,4 ROOM,428000
TAMPINES,4 ROOM,428000
TAMPINES,4 ROOM,428000
TAMPINES,4 ROOM,428000
TAMPINES,4 ROOM,428000
TAMPINES,4 ROOM,428000
TAMPINES,4 ROOM,428000
TAMPINES,4 ROOM,428000
TAMPINES,4 ROOM,428000
TAMPINES,4 ROOM,428000
TAMPINES,4 ROOM,428000
TAMPINES,4 ROOM,428000
TAMPINES,4 ROOM,428000
TAMPINES,4 ROOM,428000
TAMPINES,4 ROOM,428000
TAMPINES,4 ROOM,428000
TAMPINES,4 ROOM,428000
TAMPINES,4 ROOM,428000
TAMPINES,4 ROOM,428000
TAMPINES,4 ROOM,428000
TAMPINES,4 ROOM,427888
JURONG EAST,4 ROOM,427000
TAMPINES,4 ROOM,427000
TAMPINES,4 ROOM,427000
TAMPINES,4 ROOM,427000
TAMPINES,4 ROOM,427000
TAMPINES,4 ROOM,427000
TAMPINES,4 ROOM,426888
JURONG EAST,4 ROOM,426000
TAMPINES,4 ROOM,426000
TAMPINES,4 ROOM,426000
TAMPINES,4 ROOM,426000
TAMPINES,4 ROOM,426000
TAMPINES,4 ROOM,426000
TAMPINES,4 ROOM,426000
TAMPINES,4 ROOM,426000
TAMPINES,4 ROOM,426000
TAMPINES,4 ROOM,425800
TAMPINES,4 ROOM,425500
JURONG EAST,4 ROOM,425000
JURONG EAST,4 ROOM,425000
JURONG EAST,4 ROOM,425000
JURONG EAST,4 ROOM,425000
JURONG EAST,4 ROOM,425000
